N.Pg atto autorizzativo,Anno Pg autorizzativo,Tipo gara,Titolo,Cig,Oggetto atto,Importo appalto (Euro),Tipo appalto,Durata contratto,Utilizzo Mepa,Data pubblicazione su iperbole,Link alla determina pubblica,Oggetto determina,Settore/Dipartimento,Servizio,Ui,Responsabile del procedimento di gara,Responsabile del procedimento,Modalit? di aggiudicazione,Scadenza presentazione offerte,Ora scadenza offerte,Variante tempi di completamento/durata,Importo delle somme liquidate (Euro),N.Pg. atto di aggiudicazione,Anno Pg. atto di aggiudicazione,Data atto aggiudicazione,Aggiudicatario,Partita Iva,Codice fiscale,Importo di aggiudicazione (Euro),Aggiudicazione: Link,Aggiudicazione: Elenco operatori,Aggiudicazione: Esiti,Elaborati di gara: Link,Comunicazioni: Link,Chiarimenti: Link,Lotto: Nr. lotto,Lotto: Codice cig,Lotto: Oggetto Cig,Lotto: Importo (Euro),Lotto: N.Pg. atto autorizzativo,Lotto: Anno Pg. atto di aggiudicazione,Lotto: Data atto aggiudicazione,Lotto: Aggiudicatario,Lotto: Partita Iva,Lotto: Codice fiscale,Lotto: Importo di aggiudicazione (Euro),Lotto: Variante tempi di completamento/durata,Lotto: Importo delle somme liquidate (Euro),Lotto: Elenco operatori: Link,Lotto: Esiti
355731,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RIFORNIMENTO DI CARBURANTE GAS METANO,ZAC12377E9,SERVIZIO DI RIFORNIMENTO GAS METANO PER MEZZI PROPRIETA' COMUNE DI BOLOGNA,819.67,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/D1CD35119419292EC1257DB7003E1EB5?opendocument,IMPEGNO DI SPESA DI EURO 16.00000 O.F.C.PER IL SERVIZIO DI RIFORNIMENTO DI GAS METANO PER AUTOVETTURE DI PROPRIETA' COMUNALE DURANTE L'ANNO 2015. AFFIDAMENTO MEDIANTE ACQUISIZIONE IN ECONOMIA AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS N. 163/2006 ALLA DITTA ITALMET SRL PER EURO 15.00000 O.F.C. E ALLA DITTA BIPIEMME SRL PER EURO 1.00000.,SETTORE GARE,Gare,SERVIZI LOGISTICI E UTENZE,ALESSANDRA BIONDI,,,,,,136.52,355731,2014,11/12/2014,DITTA BIPIEMME,2537780377,2537780377,81967,,,,,,,,,,,,,,,,,,,,,
355731,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,RIFORNIMENTO DI CARBURANTE GAS METANO,Z2B1237A66,SERVIZIO DI RIFORNIMENTO GAS METANO PER MEZZI DI PROPRIETA' DEL COMUNE DI BOLOGNA,12295.08,Servizi,365,,,http://atti.comune.bologna.it/atti/determine.nsf/0/D1CD35119419292EC1257DB7003E1EB5?opendocument,IMPEGNO DI SPESA DI EURO 16.00000 O.F.C.PER IL SERVIZIO DI RIFORNIMENTO DI GAS METANO PER AUTOVETTURE DI PROPRIETA' COMUNALE DURANTE L'ANNO 2015. AFFIDAMENTO MEDIANTE ACQUISIZIONE IN ECONOMIA AI SENSI DELL'ART. 125 COMMA 11 DEL D.LGS N. 163/2006 ALLA DITTA ITALMET SRL PER EURO 15.00000 O.F.C. E ALLA DITTA BIPIEMME SRL PER EURO 1.00000.,SETTORE GARE,Gare,SERVIZI LOGISTICI E UTENZE,ALESSANDRA BIONDI,,,,,,1584.72,355731,2014,11/12/2014,DITTA ITALMET,1171100371,1171100371,1229508,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISTO TABLET E FONEPAD - BIBLIOTECA SALA BORSA + BIBLIOTECHE DI QUARTIERE,Z0811FD462,ACQUISTO TABLET E FONEPAD - ORDINE 4500094385 - BIBLIOTECA SALA BORSA + BIBLIOTECHE DI QUARTIERE,586,Forniture,30,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONI DI IMPEGNO PER L'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL'ANNO  2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA SALA BORSA,DOTT. PIERANGELO BELLETTINI,,,,,,586,20,2014,23/01/2015,GIANNONE COMPUTERS,1170160889,1170160889,586,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/SGAI-9TSEAJ?opendocument,,,,,,,,,,,,,,,,,,,
367336,2014,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,Lavori Baraccano,6083545C23,LAVORI DI CONSOLIDAMENTO STATICO DI ALCUNI LOCALI DEL BARACCANO IN VIA SANTO STEFANO 119,312200,Lavori,210,No,,http://atti.comune.bologna.it/atti/determine.nsf/0/54B8900966564388C1257DCD004A01FE?opendocument,DETERMINAZIONE A CONTRARRE PER L'AGGIUDICAZIONE DEI LAVORI DI CONSOLIDAMENTO STATICO DEL BARACCANO,SETTORE GARE,Gare,,Dott.ssa Alessandra Biondi,,,04/02/2015,10.00.00,,0,41196,2015,16/02/2015,EMILIANA RESTAURI SOC. COOP. DI OZZANO DELL'EMILIA,1325820395,1325820395,22829259,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/FFAA-9TSHQZ?opendocument,,,,,,,,,,,,,,,,,,,,
360345,2014,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,ALLACCI LAVASTOVIGLIE SCUOLE DELL'INFANZIA,605988574B,REALIZZAZIONE DI ALLACCI PER L'INSTALLAZIONE DI LAVASTOVIGLIE ALL'INTERNO DEGLI AMBIENTI OFFICE NELLE SCUOLE DELL'INFANZIA DEL COMUNE DI BOLOGNA,100000,Lavori,120,,,http://atti.comune.bologna.it/atti/determine.nsf/0/1BD8D235823FEBDCC1257DB300450207?opendocument,DETERMINAZIONE A CONTRARRE PER L'AGGIUDICAZIONE DEI LAVORI URGENTI IN ECONOMIA MEDIANTE COTTIMO FIDUCIARIO DI  REALIZZAZIONE DI ALLACCI  PER L'INSTALLAZIONE DI LAVASTOVIGLIE ALL'INTERNO DEGLI AMBIENTI OFFICE  NELLE SCUOLE DELL'INFANZIA DEL COMUNE DI BOLOGNA,SETTORE GARE,EDILIZIA PUBBLICA E MANUTENZIONE,,DOTT.SSA ALESSANDRA BIONDI,,,26/01/2015,10.00.00,,30,41780,2015,16/02/2015,SOC. COOP. CIPEA & CARIIEE - CO.ED.A. - UNIFICA,3047870377,,100000,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACEI-9TSHW9?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE SERVIZI PER L'ISTITUZIONE BIBLIOTECHE,Z5311FC939,LIQUIDAZIONE DELLA SPESA DI EURO 52460  PER L'ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE - BILANCIO 2014,430,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONI DI IMPEGNO PER L 'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO  DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL 'ANNO 2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,BIBLIOTECHE DI QUARTIERE,,PIERANGELO BELLETTINI,,,,,,430,18,2015,21/02/2015,SOCIETA' COOPERATIVA UNIFICA,591631205,,430,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACAI-9TTEUZ?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA CANCELLERIA ,ZCD1229D56,FORNITURA MATERIALE VARIO DI CANCELLERIA PER LA BIBLIOTECA DELL'ARCHIGINNASIO,131.15,Forniture,4,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,131.15,52,2015,11/02/2015,F.LLI BIAGINI SRL,960900371,,13115,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9TTGLX?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE,ZF611315CD,LIQUIDAZIONE DELLA SPESA DI EURO 1.43000  PER L'ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE - BILANCIO 2014,500,Servizi,60,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONI DI IMPEGNO PER L'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL'ANNO  2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,BIBLIOTECHE DI QUARTIERE,,PIERANGELO BELLETTINI,,,,,,500,14,2015,16/01/2015,COMITATO PIAZZA VERDI ZONA UNIVERSITARIA,,91195130371,500,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACAI-9TTGU9?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA COPERTINE PER LIBRI,ZAE12564A5,FORNITURA COPERTINE PER LIBRI PER BIBLIOTECA DELL'ARCHIGINNASIO,390,Forniture,2,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,390,52,2015,11/02/2015,COLIBRI SYSTEM SPA,12876360152,,390,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9TTGTR?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA LAMPADINE PER MICROFILM,ZB411178E2,FORNITURA LAMPADINE PER MICROFILM PER LA BIBLIOTECA DELL'ARCHIGINNASIO,165,Forniture,5,Si,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,165,52,2015,11/02/2015,GUIDO AMMIRATA SRL,1657920151,,165,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9TTGZP?opendocument,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA OPERE LIBRARIE IN CONTINUAZIONE,ZBB12644C1,FORNITURA OPERE LIBRARIE IN CONTINUAZIONE PER CASA CARDUCCI,110,Forniture,10,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA CASA CARDUCCI,PIERANGELO BELLETTINI,,,,,,110,52,2015,11/02/2015,ISTITUTO DELLA ENCICLOPEDIA ITALIANA SPA,892411000,,110,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9TTH6N?opendocument,,,,,,,,,,,,,,,,,,,
334,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,FORNITURA LIBRI,ZE4126636A,FORNITURA LIBRI STRANIERI,1220,Forniture,10,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A66B5BCFF8D1423BC1257D81005B7AB5?opendocument,PRENOTAZIONE GENERICA,ISTITUZIONE BIBLIOTECHE,,BIBLIOTECA DELL'ARCHIGINNASIO,PIERANGELO BELLETTINI,,,,,,1220,52,2015,11/02/2015,ELLEDIEMME LIBRI DAL MONDO SRL,2161501008,,1220,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/RZAI-9TTHJU?opendocument,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF AI CITTADINI PER NISEE,Z05132D4A9,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,3798.36,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,3798.36,345038,2014,11/12/2014,ACLI SERVICE DELLA VIA EMILIA,3276821208,,379836,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE SERVIZI PER L'ISTITUZIONE BIBLIOTECHE,Z5711322D5,LIQUIDAZIONE DELLA SPESA DI EURO 1.43000  PER L'ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE - BILANCIO 2014,150,Servizi,60,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONI DI IMPEGNO PER L'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL'ANNO  2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,BIBLIOTECHE DI QUARTIERE,,PIERANGELO BELLETTINI,,,,,,150,14,2015,16/01/2015,IL TEATRINO DI MANGIAFOCO,,2972721209,150,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACAI-9TTHWP?opendocument,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,Z99132D555,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,396.82,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,396.82,345038,2014,11/12/2014,VENERE S.R.L.,4269290377,,39682,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE,ZC5120CB6B,LIQUIDAZIONE DELLA SPESA DI EURO 1.43000  PER L'ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE - BILANCIO 2014,557.69,Servizi,30,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument,PRENOTAZIONI DI IMPEGNO PER L'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL'ANNO  2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,BIBLIOTECHE DI QUARTIERE,,PIERANGELO BELLETTINI,,,,,,557.69,14,2015,16/01/2015,EQUILIBRI COOPERATIVA SOCIALE,2608170367,,55769,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACAI-9TTJ4R?opendocument,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,Z57133D031,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,1247.4,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,1247.39,345038,2014,11/12/2014,CAF SERVIZI DI BASE SRL,10549951001,,12474,,,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,Z68133D0DA,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,1093.5,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,1093.5,345038,2014,11/12/2014,50 & PIU' CAAF,4407781006,,10935,,,,,,,,,,,,,,,,,,,,,
20,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISIZIONE SERVIZI PER L'ISTITUZIONE BIBLIOTECHE,ZBF120427F,LIQUIDAZIONE DELLA SPESA DI EURO 1.43000  PER L'ACQUISIZIONE DI SERVIZI PER L'ISTITUZIONE BIBLIOTECHE - BILANCIO 2014,200,Servizi,15,,,http://atti.comune.bologna.it/atti/determine.nsf/0/A8586DEC78AF26A7C1257DDC00590A6D?opendocument, PRENOTAZIONI DI IMPEGNO PER L'ACQUISIZIONE DI BENI E SERVIZI NECESSARI AL FUNZIONAMENTO DELL'ISTITUZIONE BIBLIOTECHE DEL COMUNE DI BOLOGNA NELL'ANNO  2014. IMPORTO DI EURO 17.92500.,ISTITUZIONE BIBLIOTECHE,BIBLIOTECHE DI QUARTIERE,,PIERANGELO BELLETTINI,,,,,,200,14,2015,16/01/2015,AMICI DEI POPOLI ONG,,92010080379,200,,http://atti.comune.bologna.it/webpub/wpub_trasp_gare.nsf/Attkey/ACAI-9TTJ9K?opendocument,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,ZDE133D148,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,477.9,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,477.9,345038,2014,11/12/2014,EUROCONSULENZE SRL,1945461208,,4779,,,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,Z97133D1C1,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,996.3,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,996.3,345038,2014,11/12/2014,SOCIETA' CENTRO SERVIZI S.C.S. S.R.L.,4178200376,,9963,,,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI CAF DI ASSISTENZA AI CITTADINI PER NISEE,ZF7133D223,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,518.4,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,518.4,345038,2014,11/12/2014,CAFINDUSTRIA EMILIA-ROMAGNA S.P.A.,4165140379,,5184,,,,,,,,,,,,,,,,,,,,,
345038,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,SERVIZI DI ASSISTENZA AI CITTADINI PER NISEE,Z37133D25A,ACQUISIZIONE DI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,2535.3,Servizi,20,,,http://atti.comune.bologna.it/atti/determine.nsf/0/DF8BEC377A2B4D04C1257DB0003CCA43?opendocument,IMPEGNO DI SPESA DI EURO 14.00000 PER L'ACQUISIZIONE DEI SERVIZI DI ASSISTENZA AI CITTADINI DA PARTE DI CAF O SOCIETA' CONVENZIONATE CAF PER L'OTTENIMENTO DEL NUOVO INDICATORE ISEE PREVISTO DALLA DELIBERA O.D.G. 130/2012 PER I SERVIZI SCOLASTICI,SETTORE ISTRUZIONE,Istruzione,,POMPILIA PEPE,,,,,,2535.3,345038,2014,11/12/2014,TEOREMA BOLOGNA S.R.L.,2551200377,,25353,,,,,,,,,,,,,,,,,,,,,
353314,2014,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,ACQUISTO DI BENI DI CONSUMO,Z58128D189,ACQUISTO MATERIALE DI FERRAMENTA,249.71,Forniture,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/360ADEA2556678B4C1257DB20049A6D7?opendocument,PRENOTAZIONE DELLA SOMMA DI EURO 1.00000.=  PER SPESE RELATIVE AD ACQUISTO DI BENI  NECESSARI ALL'ORDINARIO FUNZIONAMENTO DI UFFICI E SERVIZI SOCIO-EDUCATIVI DEL QUARTIERE,QUARTIERE SAN DONATO,Quartiere San Donato,,Maria Audenzia Milana,,,,,,249.71,371256,2014,30/12/2014,FERRAMENTA ROBERTO MAZZA,2372451209,,24971,,,,,,,,,,,,,,,,,,,,,
181295,2014,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,ACQUISTO BENI DI CONSUMO,Z1E11B5075,ACQUISTO MATERIALE INFORMATICO,115,Forniture,1,,,http://atti.comune.bologna.it/atti/determine.nsf/0/9DAF932FA7CD73CAC1257D81004B1C69?opendocument,PRENOTAZIONE DELLA SOMMA DI EURO 1.00000.=  PER SPESE RELATIVE AD ACQUISTO DI BENI  NECESSARI ALL'ORDINARIO FUNZIONAMENTO,QUARTIERE SAN DONATO,Quartiere San Donato,,Romano Mignani,,,,,,115,329460,2014,18/11/2014,SISTERS SRL,2316361209,,115,,,,,,,,,,,,,,,,,,,,,
